gvkey,datadate,indfmt,tic,cusip,conm,caps,capx,capxv,ceq,ci,cibegni,citotal,cogs,cshfd,cstkcv,dlc,ebitda,fiao,fincf,fopox,exchg,cik,cshtr_c,mkvalt,prcc_f,prch_f,prcl_f,state
37293,12/31/2023,INDL,GATO,368036109,GATOS SILVER INC,553.319,0,0,367.547,12.86,12.86,12.86,0,69.536,0.001,0,-25.714,0,-9,6.495,11,1517006,100128385,452.4437,6.54,7.49,3.51,BC
37302,12/31/2023,INDL,TDI,89157W608,TOUCHSTONE DYNAMIC INTL ETF,,,,,,,,,,,,,,,,14,,90374,,26.7677,26.91,25.34,OH
37304,9/30/2023,INDL,EZGO,G5279F110,EZGO TECHNOLOGIES LTD,81.795,3.261,3.261,63.392,-9.009,-7.258,-7.994,13.743,45.882,0.001,1.712,-3.754,0.1,36.17,2.61,14,1806904,941284187,14.5599,0.1426,2.77,0.135,
37305,12/31/2023,INDL,NGMS,L6673X107,NEOGAMES SA,183.971,0.791,0.791,133.774,-14.688,-18.277,-14.688,96.497,33.634,0.002,1.864,35.742,-26.72,-28.075,30.863,14,1821349,36796862,966.0048,28.63,28.64,10.85,
37309,3/31/2023,INDL,ALGM,01749D105,ALLEGRO MICROSYSTEMS INC,674.179,79.775,79.775,965.628,185.094,187.494,185.021,376.986,193.688,0.01,4.493,291.448,-4.73,-19.998,50.089,14,866291,175436117,9202.2745,47.99,48.3,19.2022,NH
37310,12/31/2023,INDL,GLTO,36322Q206,GALECTO INC,288.036,0,0,32.331,-37.725,-38.349,-37.725,0,26.572,0,0.183,-36.188,0,2.876,5.042,14,1800315,77085857,19.5214,0.72,3.7,0.5,
37311,12/31/2023,INDL,SVAL,46436E536,ISHARES US SMALL CAP VAL ETF,,,,,,,,,,,,,,,,21,,5294190,,30.801,31.54,23.69,CA
37312,12/31/2023,INDL,CTEC,37954Y228,GLOBAL X CLEA ETF,,,,,,,,,,,,,,,,14,,6934852,,10.815,17.46,8.7477,NY
37313,12/31/2023,INDL,DTCR,37954Y236,GLOBAL X DATA CEN & DIGI ETF,,,,,,,,,,,,,,,,14,,5479735,,14.66,14.86,11.86,NY
37314,12/31/2023,INDL,CPLS.,12547X102,CIBC CORE PLUS FIX INCO POOL,,,,,,,,,,,,,,,,7,,152057,,17.88,17.88,16.98,ON
37315,12/31/2023,INDL,CCNS.,12546Q108,CIBC CONSERVATIVE INCOM POOL,,,,,,,,,,,,,,,,7,,23114,,17.77,17.94,17.18,ON
37316,12/31/2023,INDL,CCRE.,12546V107,CIBC CORE FIXED INCOME POOL,,,,,,,,,,,,,,,,7,,732514,,17.92,17.99,17.02,ON
37317,12/31/2023,INDL,ACVF,26923N108,AMERICA CONSERV VALUES ETF,,,,,,,,,,,,,,,,17,,1923581,,36.4841,36.68,29.4081,GA
37318,12/31/2023,INDL,FSRNQ,33813J106,FISKER INC,2008.602,227.587,227.587,-98.082,-939.947,-939.947,-939.947,469.943,343.979,0,306.764,-513.577,-1.842,565.694,587.757,19,1720990,2664210572,785.652,1.75,8.665,1.35,CA
37325,12/31/2023,INDL,IRD,67577R102,OPUS GENETICS INC,131.37,0,0,49.906,-9.986,-9.986,-9.986,28.406,21.59,0.0001,0,-9.357,-0.278,8.979,4.792,14,1228627,60249480,72.1708,3.01,6.6,2.55,MI
37331,12/31/2023,INDL,STGC,85572Y104,STARTENGINE CROWDFUNDING INC,82.012,0.024,0.024,37.374,-16.375,-16.375,-16.375,8.691,34.131,0,0,-12.057,-4.719,5.529,7.112,19,1661779,,383.383,11,11.01,11,CA
37332,12/31/2023,INDL,CNXX,212873103,CONX CORP,21.966,0,0,-18.064,-5.995,-5.995,-5.995,0,23.797,0.0001,2.108,-1.179,0,-62.145,4.751,19,1823000,935078,21.7435,10.7,11.35,9.96,CO
37333,12/31/2023,INDL,DEMZ,00774Q346,DEMOCRATIC LARGE CAP COR ETF,,,,,,,,,,,,,,,,14,,697027,,29.4,29.75,23.8102,SC
37338,12/31/2023,INDL,SHC,83601L102,SOTERA HEALTH CO,1215.178,214.975,214.975,443.734,65.347,51.376,65.347,375.591,283.222,0.01,19.502,444.692,-27.452,265.959,31.339,14,1822479,308728273,4765.6855,16.85,19.4,8.02,OH
37340,12/31/2023,INDL,NOVZ,53656F680,TRUESHARES STD OUT (NOV) ETF,,,,,,,,,,,,,,,,21,,563386,,34.7089,37.31,29.9933,IL
37350,12/31/2023,INDL,ATNF,68236V302,180 LIFE SCIENCES CORP,130.116,0,0,-0.128,-19.951,-19.935,-19.951,0,7.201,0.0001,1.034,-13.371,0.196,5.908,11.272,14,1690080,256728114,2.1692,0.2135,7.1499,0.1501,CA
37351,12/31/2023,INDL,ALVO,L01800108,ALVOTECH,1229.69,33.234,33.234,-932.493,-551.817,-551.731,-551.817,136.646,227.256,0.01,47.708,-311.232,-6.755,301.319,282.055,14,1898416,20929546,3063.1166,11.48,14.6,6.7,
37352,12/31/2023,INDL,INAB,4.57E+113,IN8BIO INC,116.152,0.6,0.6,24.937,-30.007,-30.007,-30.007,0,29.865,0.0001,1.514,-28.504,3.278,27.044,4.37,14,1740279,289216164,59.7361,1.38,3.9499,0.65,NY
37354,12/31/2023,INDL,MRVI,56600D107,MARAVAI LIFESCIENS HLDGS INC,128.503,65.553,65.553,415.562,-138.375,-138.375,-119.029,106.789,131.919,0.01,12.853,27.486,-55.298,-61.09,-639.897,14,1823239,565076530,866.0934,6.55,16.9,4.52,CA
37355,12/31/2023,INDL,AMPS,02217A102,ALTUS POWER INC,485.063,117.791,117.791,447.078,-8.7,-25.973,7.918,77.722,158.7,0.0001,46.472,77.44,-1.528,526.985,,11,1828723,307661354,1085.97,6.83,8.58,4.08,CT
37357,12/31/2023,INDL,UPST,91680M107,UPSTART HOLDINGS INC,917.872,12.086,12.086,635.305,-240.132,-240.132,-240.132,732.548,83.766,0.0001,0,-184.092,0,214.268,395.336,14,1647639,2062478611,3527.4438,40.86,72.58,11.93,CA
37358,12/31/2023,INDL,GINN,38149W820,GOLDMAN SACHS INN EQUITY ETF,,,,,,,,,,,,,,,,17,,2619664,,52.4913,53.1,40.6,NY
37362,12/31/2023,INDL,ISPO,4.58E+210,INSPIRATO INC,255.527,12.124,12.124,-30.248,-93.859,-93.859,-51.755,227.853,3.38,0.0001,61.953,-39.619,-1.859,23.844,53.987,14,1820566,3873372.65,13.0162,3.68,39.2,3.15,CO
37364,12/31/2023,INDL,CMPX,20454B104,COMPASS THERAPEUTICS INC,463.796,0.03,0.03,148.538,-42.155,-42.494,-42.155,0,127.027,0.0001,1.197,-49.664,-0.094,2.935,2.894,14,1738021,101063679,199.1621,1.56,5.55,1.35,MA
37370,12/31/2023,INDL,MOON,25460G732,DIREXION MOON INNOVATORS ETF,,,,,,,,,,,,,,,,17,,5685272,,11.3703,14.95,8.57,NY
37371,12/31/2023,INDL,CBSE,210322889,CLOUGH SELECT EQUITY ETF,,,,,,,,,,,,,,,,17,,230462,,25.1344,25.6,20.9903,MA
37373,12/31/2023,INDL,EVEX,29970N104,EVE HOLDING INC,509.449,0.168,0.168,165.051,-127.658,-127.658,-127.658,0,275.763,0.001,0,-131.548,-0.243,24.926,16.732,11,1823652,16523418,1971.7079,7.32,11.05,5.1,FL
37374,12/31/2023,INDL,SOLR,402031850,SMARTETFS SUST ENERGY II ETF,,,,,,,,,,,,,,,,17,,127639,,28.2649,32.29,23.2485,CA
37375,12/31/2023,INDL,IBHF,46436E528,ISHARES IBO 2026 HIGH IN ETF,,,,,,,,,,,,,,,,21,,17085232,,22.92,23.38,22.115,CA
37381,12/31/2023,INDL,CBLS,210322806,CLOUGH HEDGED EQUITY ETF,,,,,,,,,,,,,,,,17,,279129,,20.5034,22.4315,18.65,MA
37382,11/30/2023,INDL,CNXC,20602D101,CONCENTRIX CORP,3582.521,180.532,180.532,4143.294,437.864,313.842,437.864,4148.476,54.01,0.0001,231.323,1120.958,-43.828,1802.676,108.239,14,1803599,95255743,6178.3387,93.99,151.82,70.58,CA
37384,12/31/2023,INDL,KVLE,500767645,KRANESHARES VALUE LI DYN ETF,,,,,,,,,,,,,,,,17,,699705,,23.0467,23.47,19.7,NY
37386,12/31/2023,INDL,SNPX,87167T300,SYNAPTOGENIX INC,57.955,0.003,0.003,24.347,-13.778,-13.779,-13.778,0,11.652,0.0001,0,-8.308,0,-1.641,0.501,14,1571934,118500721,6.5501,0.2719,1.88,0.22,NY
37388,12/31/2023,INDL,YQ,81807M304,17 EDUCATION & TE -ADR,1549.558,3.75,3.75,69.707,-41.901,-43.971,-41.901,10.449,9.173,0.0001,1.078,-46.057,0,-7.243,16.82,14,1821468,3745927.8,,2.07,11.35,1.41,
37389,12/31/2023,INDL,BBSC,46641Q290,JPMORGAN BETABUILDE U.S. ETF,,,,,,,,,,,,,,,,17,,13835830,,61.4805,62.8299,48.5699,NY
37390,12/31/2023,INDL,LBAY,886364850,LEATHERBACK LONG/SHORT ETF,,,,,,,,,,,,,,,,17,,5583399,,25.9587,30.18,24.52,WI
37392,12/31/2023,INDL,EOSE,29415C101,EOS ENERGY ENTERPRISES INC,765.018,29.323,29.323,-110.8,-229.505,-229.506,-229.505,80.047,126.968,0.0001,4.928,-136.027,-9.165,227.918,83.448,14,1805077,1606070734,217.0561,1.09,5.665,0.925,NJ
37393,12/31/2023,INDL,YSG,985194208,YATSEN HOLDING LTD -ADR,1729.061,6.156,6.156,583.166,-86.851,-105.805,-86.084,110.947,548.955,0,6.412,-62.695,-18.992,-48.297,55.939,11,1819580,306620060,,0.7316,1.815,0.6,
37399,12/31/2023,INDL,JOET,92790A504,VIRTUS TERRA US QUAL MOM ETF,,,,,,,,,,,,,,,,17,,6118949,,30.68,31.09,25.89,NY
37401,12/31/2023,INDL,RORO,886364843,ATAC US ROTATION ETF,,,,,,,,,,,,,,,,17,,1423589,,17.69,18.24,13.78,WI
37402,12/31/2023,INDL,DFAU,25434V104,DIMENSIO US CORE EQ MARK ETF,,,,,,,,,,,,,,,,17,,115253739,,33.25,33.44,26.7101,TX
37403,12/31/2023,INDL,DFAI,25434V203,DIMENSIO INTER CORE EQUI ETF,,,,,,,,,,,,,,,,17,,191150044,,28.64,28.779,24.83,TX
37404,12/31/2023,INDL,GCMG,3.68E+112,GCM GROSVENOR INC,1.936,3.763,3.763,-27.648,-36.882,-29.206,11.308,454.149,187.434,0.0001,4,-9.15,-16.366,-113.662,126.417,14,1819796,46227392,385.1814,8.96,9.48,6.56,IL
37407,12/31/2023,INDL,MP,553368101,MP MATERIALS CORP,979.891,261.897,261.897,1365.779,24.263,24.307,24.263,92.714,178.152,0.0001,3.26,45.224,0,-9.917,1.205,11,1801368,651461507,3534.9277,19.85,36.6699,14.47,NV
37412,12/31/2023,INDL,OLMA,68062P106,OLEMA PHARMACEUTICALS INC,559.176,0,0,253.895,-94.495,-96.655,-94.495,0,45.247,0.0001,0.988,-104.584,0,133.415,13.029,14,1750284,99341308,771.5518,14.03,17.7911,2.45,CA
37413,6/30/2023,INDL,AFRM,00827B106,AFFIRM HOLDINGS INC,5140.85,120.775,120.775,2534.183,-993.619,-985.345,-993.619,2616.543,295.343,0,202.245,-1028.558,-22.443,1349.945,915.063,14,1820953,4344521465,4550.6492,15.33,40.97,8.62,CA
37414,12/31/2023,INDL,CERT,15687V109,CERTARA INC,1178.461,1.777,1.777,1046.84,-54.72,-55.357,-54.72,130.476,158.936,0.01,7.395,94.696,0,-9.447,101.688,14,1827090,245882245,2811.7263,17.59,24.96,11.81,NJ
37416,1/31/2023,INDL,ZFOX,98955G103,ZEROFOX HOLDINGS INC,1243.637,0.558,0.558,488.871,-742.117,-742.052,-742.117,44.937,116.862,0.0001,16.344,-29.065,-6.054,145.892,695.965,14,1823575,30388915,427.8478,3.62,15.73,3.26,MD
37420,12/31/2023,INDL,DASH,25809K105,DOORDASH INC,11887,324,324,6806,-459,-565,-452,4589,392.948,0,68,96,-8,-752,1312,14,1792789,1003320901,39875.2169,98.89,103.9799,45.932,CA
37425,12/31/2023,INDL,SEER,81578P106,SEER INC,702.868,7.309,7.309,396.904,-85.218,-86.277,-85.218,2.577,63.85,0,2.295,-97.885,0,0.452,23.959,14,1726445,90058467,124.7401,1.94,6.18,1.455,CA
37427,12/31/2023,INDL,KFVG,500767611,KRANESHARE CICC 5G INDEX ETF,,,,,,,,,,,,,,,,17,,830153,,14.8752,19.07,13.7701,NY
37428,12/31/2023,INDL,GRND,39854F101,GRINDR INC,44.655,0.509,0.509,-18.292,-55.768,-55.768,-55.768,67.458,174.171,0.0001,16.405,91.844,7.325,-13.036,78.378,11,1820144,79284053,1536.6756,8.78,9.09,4.49,CA
37429,12/31/2023,INDL,SOS,83587W304,SOS LIMITED,730.345,0,0,425.987,-1.309,-6.421,1.461,73.259,672.849,0.01,0.377,4.618,0,17.596,16.364,11,1346610,54402251,,4.6,9.5,2.7702,
37439,12/31/2023,INDL,UDIV.,56503P116,MANULIFE SMART DIVIDEND ETF,,,,,,,,,,,,,,,,7,,2302644,,12.35,12.86,10.67,ON
37440,12/31/2023,INDL,BSKT.,56502V106,MANULIFE SMART CORE BOND ETF,,,,,,,,,,,,,,,,7,,1218205,,8.65,8.67,7.94,ON
37441,12/31/2023,INDL,CDIV.,56502U108,MANULIFE SMART DIVIDEN ETF,,,,,,,,,,,,,,,,7,,5281388,,13.08,13.35,11.565,ON
37442,12/31/2023,INDL,TERM.,56502Q107,MANULIFE SMART SHOR BOND ETF,,,,,,,,,,,,,,,,7,,4202055,,9.335,9.37,8.94,ON
37443,12/31/2023,INDL,CBND.,56502X102,MANULIFE SMART CORPOR BO ETF,,,,,,,,,,,,,,,,7,,457196,,8.9,8.99,8.3,ON
37445,12/31/2023,INDL,AAN,00258W108,AARONS CO INC (THE),750.751,94.415,94.415,686.138,2.864,2.823,2.864,481.336,31.105,0.5,0,568.673,0,-72.249,248.351,11,1821393,99072518,330.3277,10.88,16.16,6.72,GA
37449,12/31/2023,INDL,QS,74767V109,QUANTUMSCAPE CORP,4221.892,84.51,84.51,1338.407,-430.083,-445.079,-430.149,0,462.239,0.0001,7.913,-412.671,0,300.213,219.135,11,1811414,1618274914,3426.5655,6.95,13.86,4.99,CA
37451,12/31/2023,INDL,TMEC.,87190F103,TD MORNINGSTAR ESG CN EQ ETF,,,,,,,,,,,,,,,,7,,361319,,18.53,18.71,16.17,ON
37453,12/31/2023,INDL,RBLX,771049103,ROBLOX CORP,3134.946,320.667,320.667,76.29,-1157.754,-1158.937,-1151.081,2060.086,616.445,0.0001,111.293,-1043.937,-0.75,67.176,900.837,11,1315098,2679497655,28859.4241,45.72,47.65,24.88,CA
37455,12/31/2023,INDL,TMEI.,87250X101,TD MORNINGSTAR ESG IN EQ ETF,,,,,,,,,,,,,,,,7,,279296,,15.83,15.92,14.22,ON
37456,12/31/2023,INDL,TMEU.,8.72E+110,TD MORNINGSTAR ESG US EQ ETF,,,,,,,,,,,,,,,,7,,237478,,19.45,19.56,16.39,ON
37458,12/31/2023,INDL,MGMT,90470L550,BALLAST SMALL/MID CAP ETF,,,,,,,,,,,,,,,,17,,3087539,,37.0091,38.2,31.34,TX
37459,6/30/2023,INDL,PRST,74113T105,PRESTO AUTOMATION INC,190.031,0.254,0.254,-45.227,-34.48,-34.48,-34.48,23.933,46.5,0.0001,52.67,-47.973,-8.412,74.55,-8.575,19,1822145,221815422,298.4848,5.22,10.4,1.23,CA
37460,12/31/2023,INDL,ABNB,9066101,AIRBNB INC,11639,0,0,8165,4775,4792,4775,2845,662,0.0001,61,1559,936,-2430,1203,14,1559720,1541844579,86857.32,136.14,154.95,84.3,CA
37465,12/31/2023,INDL,DECZ,53656F672,TRUESHARES STR OUT (DEC) ETF,,,,,,,,,,,,,,,,21,,1483066,,31.91,34.25,27.08,IL
37466,12/31/2023,INDL,MBBB,92189H854,VANECK MS AN BBB CRP BD ETF,,,,,,,,,,,,,,,,21,,305345,,21.4428,21.6,19.5198,NY
37467,12/31/2023,INDL,MIG,92189H862,VANECK MY AN IG CRP BOND ETF,,,,,,,,,,,,,,,,21,,545854,,21.3752,21.49,19.665,NY
37468,12/31/2023,INDL,DFAE,25434V302,DIMENSIONAL EM CR EQ MKT ETF,,,,,,,,,,,,,,,,17,,167367722,,24.11,24.85,21.544,TX
37469,12/31/2023,INDL,KMLM,500767652,KRANESHRS MT LCS MNG FUT IDX,,,,,,,,,,,,,,,,17,,29428713,,28.82,32.99,28.57,NY
37473,12/31/2023,INDL,PTPI,71678J209,PETROS PHARMACEUTICALS INC,110.96,0,0,12.071,-8.163,-8.163,-8.163,1.631,2.176,0.0001,1.282,-7.479,0,11.538,-3.504,14,1815903,200701771,4.2173,1.41,9.54,0.9172,NY
37474,12/31/2023,INDL,IHYF,46090A853,INVESCO HIGH YIELD BD FA ETF,,,,,,,,,,,,,,,,14,,2000294,,22.3849,22.421,20.78,IL
37480,12/31/2023,INDL,MASS,65443P102,908 DEVICES INC,334.692,2.045,2.045,165.491,-36.399,-36.399,-36.399,22.972,32.239,0.001,2.016,-40.374,-1.095,-15.935,10.834,14,1555279,53944559,364.8632,11.22,12.51,4.85,MA
37482,12/31/2023,INDL,FOXO,351471305,FOXO TECHNOLOGIES INC,162.959,0,0,-14.1,-26.451,-26.451,-26.451,18.421,4.216,0.0001,4.493,-18.276,-0.299,1.168,10.059,12,1812360,146227029.4,2.4444,0.3197,16.5,0.25,MN
37486,12/31/2023,INDL,KNTE,49705R105,KINNATE BIOPHARMA INC,531.346,0,0,159.327,-111.251,-112.649,-111.251,0,46.575,0.0001,0.892,-118.209,-9.133,-7.808,15.511,14,1797768,136676294,111.6839,2.37,8.17,1.04,CA
37489,12/31/2023,INDL,AIRC,03750L109,APARTMENT INCOME REIT CORP,3284.716,15.862,15.862,2349.896,666.419,689.287,613.931,644.314,150.22,0.01,31.823,,-65.163,-241.252,42.414,11,1820877,236753126,5033.28,34.73,40.285,28.22,CO
37489,12/31/2023,FS,AIRC,03750L109,APARTMENT INCOME REIT CORP,3284.716,,,2349.896,,,,,,,31.823,,,,,11,1820877,236753126,5033.28,34.73,40.285,28.22,CO
37490,12/31/2023,INDL,LAZR,550424303,LUMINAR TECHNOLOGIES INC,1927.378,21.915,21.915,-224.748,-567.041,-571.269,-567.041,119.505,389.374,0.0001,10.154,-521.948,6.442,80.197,298.771,14,1758057,2087241045,1414.8338,3.37,10.55,2.3,FL
37491,12/31/2023,INDL,NVQ,30151E673,QRAFT AI-ENHANC US NE VA ETF,,,,,,,,,,,,,,,,17,,183499,,33.072,33.99,28.5644,OK
37495,12/31/2023,INDL,SPRY,82835W108,ARS PHARMACEUTICALS INC,362.004,0.175,0.175,230.76,-54.723,-54.365,-54.723,67.477,95.215,0.0001,0.237,-67.447,0,6.899,2.357,14,1671858,231809841,528.3542,5.48,9.65,2.55,CA
37502,1/31/2023,INDL,WOOF,71601V105,PETCO HEALTH AND WELLNESS CO,2152.342,278.02,278.02,2381.477,88.051,89.91,88.942,3406.832,265.951,0.001,332.56,434.701,0,-33.842,498.403,14,1826470,597884154,3111.048,11.69,22.75,8.72,CA
37507,12/31/2023,INDL,HARB.,44056M102,HORIZONS TAC ABS RET BND ETF,,,,,,,,,,,,,,,,7,,736501,,10.33,10.41,9.41,ON
37509,12/31/2023,INDL,GLRY,66538H369,INSPIRE MOMENTUM ETF,,,,,,,,,,,,,,,,17,,2915521,,26.6152,27.8,22.12,ID
37510,12/31/2023,INDL,PUBM,74467Q103,PUBMATIC INC,230.419,28.288,28.288,296.199,8.886,8.881,8.886,54.459,56.027,0.0001,6.369,46.806,0,-55.976,36.634,14,1422930,104543882,819.5123,16.31,20.08,10.92,CA
37512,9/30/2023,INDL,KWE,501506703,KWESST MICRO SYSTEMS INC,4.769,0.177,0.177,3.936,-9.245,-9.306,-9.245,1.426,4.082,5.943,0.127,-9.979,-0.543,20.756,-3.706,14,1889823,578232,11.7957,2.1,8.75000263,1.99,ON
37513,12/31/2023,INDL,NAMS,N62509109,NEWAMSTERDAM PHARMA COMPANY,590.771,0.024,0.024,288.393,-176.937,-176.937,-176.937,197.008,82.162,0.12,0.06,-182.918,0,8.912,29.804,14,1936258,20399114,921.1899,11.17,18.7,5.6326,
37514,12/31/2023,INDL,KBUY,500767595,KRANESHARES CICC CH LEAD ETF,,,,,,,,,,,,,,,,17,,337359,,14.5069,21.81,13.6402,NY
37515,12/31/2023,INDL,BNE,26922B303,BLUE HORIZON BNE ETF,,,,,,,,,,,,,,,,17,,349275,,23.0598,27.6232,19.53,OK
37516,12/31/2023,INDL,TLSI,89680M101,TRISALUS LIFE SCIENCES INC,222.437,0.588,0.588,-25.938,-59.038,-59.038,-59.038,1.903,9.396,0.0001,0.351,-49.121,35.718,54.629,7.507,14,1826667,7601661,223.1899,8.45,16.24,3.32,CO
37517,4/30/2023,INDL,AI,12468P104,C3.AI INC,1740.174,70.518,70.518,929.665,-267.076,-268.839,-267.076,80.249,109.851,0.001,2.339,-284.405,0,0.621,219.225,11,1577526,643558490,2030.4643,17.82,34.68,10.16,CA
37519,12/31/2023,INDL,OPEN,683712103,OPENDOOR TECHNOLOGIES INC,4301,37,37,967,-272,-275,-272,6414,657.111,0.0001,5,-328,-1,-2639,-10,14,1801169,5487685596,3035.8093,4.48,5.41,1.03,AZ
37520,12/31/2023,INDL,HTOO,G3R25D118,FUSION FUEL GREEN PLC,249.28,9.494,9.494,3.019,-34.283,-34.283,-34.283,27.153,14.649,0,2.379,-42.033,1.466,3.398,6.65,14,1819794,34985011,16.7093,1.12,4.95,0.5,
37523,12/31/2023,INDL,AVMU,25072695,ADVANTIS INTL SLL CP VLU ETF,,,,,,,,,,,,,,,,17,,3699737,,46.88,47.0399,43.52,MO
37525,12/31/2023,INDL,HGAS,37892P107,GLOBAL GAS CORP,-0.436,0,0,-0.735,-0.3,-0.3,-0.3,0,0.171,0.0001,0.274,-0.409,0.014,1.342,-0.109,19,1817232,3733555,20.0337,3.6908,10.66,3.31,NY
37526,12/31/2023,INDL,CXAI,23248B109,CXAPP INC,83.282,0.066,0.066,25.398,-53.703,-53.618,-53.703,1.448,11.403,0.0001,3.328,-12.719,8.892,16.512,41.937,14,1820875,484202924,19.6777,1.29,21,1.17,CA
37527,12/31/2023,INDL,ABCL,00288U106,ABCELLERA BIOLOGICS INC,121.052,76.947,76.947,1152.318,-146.727,-146.398,-146.727,247.637,289.166,2.59,6.158,-209.612,10.356,10.356,87.336,14,1703057,506413506,1660.6108,5.71,11.375,3.87,BC
37528,12/31/2023,INDL,AFRI,X3R81D102,FORAFRIC AGRO HOLDINGS LTD,143.127,9.528,9.528,22.795,-14.255,-12.508,-14.697,269.855,26.879,0.001,185.44,6.156,0,-21.182,0.36,14,1903870,4646367,284.6486,10.59,12.12,9.35,
37530,12/31/2023,INDL,FRGE,34629L103,FORGE GLOBAL HOLDINGS INC,543.846,0.527,0.527,263.512,-91.171,-91.549,-90.003,111.477,173.402,0.0001,2.516,-81.396,0,0.057,43.588,11,1827821,116246469,606.767,3.43,4.02,1.1,CA
37534,12/31/2023,INDL,RVPH,76152G100,REVIVA PHARMACEUTICALS HOLD,140.07,0,0,5.719,-39.261,-39.261,-39.261,0,23.798,0.0001,0,-39.504,0,33.172,3.652,14,1742927,112179885,143.7829,5.15,9.2499,3.5,CA
37537,12/31/2023,INDL,DM,25058X303,DESKTOP METAL INC,1908.504,2.762,2.762,241.652,-319.563,-323.271,-319.563,128.821,322.196,0.0001,7.734,-104.493,0,0.534,185.721,11,1754820,863490512,244.2793,0.751,2.55,0.61,MA
37538,12/31/2023,INDL,FICS,33738R662,FIRST TRUST INTL DEV CAP ETF,,,,,,,,,,,,,,,,14,,4153609,,33.7458,33.94,28.86,IL
37541,12/31/2023,INDL,BCAB,09077B104,BIOATLA INC,486.93,0.098,0.098,70.672,-123.462,-123.462,-123.462,0,47.778,0.0001,1.624,-128.466,0,0.077,13.544,14,1826892,127049346,118.2719,2.46,8.82,1.24,CA
37542,12/31/2023,INDL,SPCX,19423L672,THE SPAC AND NEW ISSUE ETF,,,,,,,,,,,,,,,,14,,688284,,23.0389,24.97,22.11,CT
37546,10/31/2023,INDL,HAIVF,40531F100,HAIVISION SYSTEMS INC,5.295,1.292,1.292,94.153,1.983,-1.265,1.983,40.745,28.974,3.145,7.337,12.613,0,-9.883,1.305,19,,5512890,103.4871,3.58,4.57,2.11,QC
37547,12/31/2023,INDL,AGRI,C00948205,AGRIFORCE GROWING SYSTEM LTD,3.473,0,0,8.565,-11.417,-11.733,-11.417,0.014,1.161,8.53,4.085,-8.51,-0.541,8.274,-4.427,14,1826397,87172172.82,2.7447,0.4699,84,0.37,BC
37549,12/31/2023,INDL,VRPX,928251206,VIRPAX PHARMACEUTICALS INC,61.478,0,0,1.934,-15.19,-15.19,-15.19,0,11.712,0,0,-12.229,0,0,0.545,14,1708331,23066867,3.749,0.320101,1.2,0.2402,PA
37550,12/31/2023,INDL,BNZI,06682J308,BANZAI INTERNATIONAL INC,14.888,0,0,-31.876,-14.406,-14.406,-14.406,1.445,6.854,0.0001,16.399,-9.789,-7.616,2.621,1.231,14,1826011,8928625,30.1157,1.88,16.57,1.85,WA
37552,12/31/2023,INDL,MRM,58510H103,MEDIROM HLTHCR TECH INC -ADR,0.805,0.964,0.964,1.496,0.816,0.816,0.819,35.518,5.167,,8.966,-0.986,1.137,3.272,0.215,14,1819704,976205,,5.72,7.4,3.5,
37556,12/31/2023,INDL,KUKE,501229108,KUKE MUS HOLD LTD -ADR,132.737,0,0,3.067,-9.281,-9.281,-9.208,6.972,31.186,0,9.017,-4.525,1.321,3.257,5.372,11,1809158,14851971,,1.0293,1.4,0.33,
37559,12/31/2023,INDL,CLVR,186760203,CLEVER LEAVES HOLDINGS INC,223.021,0.031,0.031,24.217,-17.899,-17.899,-17.899,10.441,1.568,0,0.884,-13.22,-0.199,0.656,2.532,19,1819615,3731199.944,3.6193,2.0945,17.25000173,1.7158,
37562,12/31/2023,INDL,SKLZ,83067L208,SKILLZ INC,1197.963,13.236,13.236,210.489,-99.804,-101.36,-99.804,13.418,20.893,0.0001,2.195,-105.472,0,-149.951,32.452,11,1801661,96953404.7,119.808,6.24,20.4,3.96,NV
37564,12/31/2023,INDL,ABHY,89628W609,ABACUS TACTICAL HIGH YLD ETF,,,,,,,,,,,,,,,,21,,891356,,21.01,21.3716,19.811,FL
37565,12/31/2023,INDL,ABOT,89628W500,ABACUS FCF INNOVATION LEADER,,,,,,,,,,,,,,,,21,,2573073,,27.7837,28.19,21.9,FL
37570,12/31/2023,INDL,YDEC,33740F656,FT VEST INT EQ MO BF ETF DEC,,,,,,,,,,,,,,,,21,,7273927,,22.7491,23.19,19.93,IL
37571,12/31/2023,INDL,FDEC,33740U505,FT VEST EQUIT BUFF ETF DEC,,,,,,,,,,,,,,,,21,,12843191,,38.99,39.0794,31.43,IL
37572,12/31/2023,INDL,DDEC,33740U406,FT VES EQUITY DP BF ETF DEC,,,,,,,,,,,,,,,,21,,14882795,,35.7575,35.81,30.37,IL
37573,12/31/2023,INDL,QDEC,33740F649,FT VEST NSDQ-100 BF ETF DEC,,,,,,,,,,,,,,,,21,,15253127,,23.66,23.79,18.0471,IL
37574,12/31/2023,INDL,ABXXF,00258V308,ABAXX TECHNOLOGIES INC,13.482,0,0,48.697,-12.595,-11.487,-10.739,31.31,25.488,3.224,0,-31.094,0,38.922,6.724,19,1971975,,,,,,ON
37576,12/31/2023,INDL,GOEVQ,13803R300,CANOO INC,1725.728,67.064,67.064,243.969,-302.021,-302.021,-302.021,2.374,576.199,0.0001,57.466,-253.976,-0.4,288.482,69.559,19,1750153,6487408267,222.3718,0.2572,1.47,0.2201,CA
