gvkey,ticker,year,exchange,inddesc,naics,naicsdesc,sic,sicdesc,state,execid,gender,becameceo,title,age,bonus,salary,shrown_excl_opts,shrs_vest_num,shrs_vest_val,stock_awards,stock_awards_fv,stock_unvest_num,stock_unvest_val,total_alt1,total_alt2,total_curr,total_curr_pct,total_sec
30870,AZPN,2023,NAS,Application Software,513210,Software Publishers,7372,PREPACKAGED SOFTWARE,MA,30522,MALE,,Executive Officer,63,0,282.692,14.932,14.53,3284.223,1208.614,1208.614,0,0,2906.683,5494.335,282.692,0.513,2906.683
30870,AZPN,2023,NAS,Application Software,513210,Software Publishers,7372,PREPACKAGED SOFTWARE,MA,36373,MALE,10/1/2013,"President, CEO & Director",57,0,750,119.173,33.728,6936.163,0,0,53.516,8969.817,1402.317,31101.989,750,60,1402.317
30870,AZPN,2023,NAS,Application Software,513210,Software Publishers,7372,PREPACKAGED SOFTWARE,MA,60954,FEMALE,,Senior VP & CFO,51,0,450,33.941,7.183,1477.155,1916.671,1916.671,19.102,3201.686,4000.351,2331.044,450,41.176,4000.351
30870,AZPN,2023,NAS,Application Software,513210,Software Publishers,7372,PREPACKAGED SOFTWARE,MA,62265,MALE,,Senior VP & Chief Customer Officer,50,0,400,2.306,3.956,813.551,1597.19,1597.19,13.941,2336.651,3236.28,1427.815,400,380.002,3236.28
30870,AZPN,2023,NAS,Application Software,513210,Software Publishers,7372,PREPACKAGED SOFTWARE,MA,64548,MALE,,"Senior VP, Chief Legal Officer & Secretary",55,0,152.163,3.805,4.59,908.709,1987.628,1987.628,5.312,890.344,2989.806,1156.979,152.163,,2989.806
30923,FTI,2023,NYS,Oil & Gas Equipment & Services,213112,Support Activities for Oil and Gas Operations,1389,"OIL AND GAS FIELD SERVICES, NOT ELSEWHERE CLASSIFI",TX,44526,MALE,1/11/2017,CEO & Executive Chairman,59,0,1328.7,1822.587,807.034,11887.611,12436.674,3129.077,592.635,11935.668,7754.898,16513.432,1328.7,7.5,17062.495
30923,FTI,2023,NYS,Oil & Gas Equipment & Services,213112,Support Activities for Oil and Gas Operations,1389,"OIL AND GAS FIELD SERVICES, NOT ELSEWHERE CLASSIFI",TX,56601,MALE,,Executive VP & CTO,56,0,630,280.149,149.757,2205.921,2253.554,1410.277,204.862,4125.921,3122.757,3918.401,630,5,3966.034
30923,FTI,2023,NYS,Oil & Gas Equipment & Services,213112,Support Activities for Oil and Gas Operations,1389,"OIL AND GAS FIELD SERVICES, NOT ELSEWHERE CLASSIFI",TX,61173,MALE,,President of Subsea,50,0,550,22.85,22.85,336.581,1639.478,1226.982,29.443,592.982,2753.097,1862.696,550,4.762,3165.593
30923,FTI,2023,NYS,Oil & Gas Equipment & Services,213112,Support Activities for Oil and Gas Operations,1389,"OIL AND GAS FIELD SERVICES, NOT ELSEWHERE CLASSIFI",TX,61174,MALE,,Executive VP & CFO,53,0,700,8.851,24.46,360.296,2503.948,936.98,192.513,3877.211,2953.204,2376.52,700,7.692,4520.172
30923,FTI,2023,NYS,Oil & Gas Equipment & Services,213112,Support Activities for Oil and Gas Operations,1389,"OIL AND GAS FIELD SERVICES, NOT ELSEWHERE CLASSIFI",TX,63225,FEMALE,,"Executive VP, Chief Legal Officer & Secretary",57,0,367.231,,0,0,1240.03,0,0,0,1220.979,1220.979,367.231,-26.554,2461.009
30923,FTI,2023,NYS,Oil & Gas Equipment & Services,213112,Support Activities for Oil and Gas Operations,1389,"OIL AND GAS FIELD SERVICES, NOT ELSEWHERE CLASSIFI",TX,64869,MALE,,President of Surface Technologies,39,0,450,30.001,14.526,213.968,670.674,419.705,43.717,880.461,1734.656,1528.919,450,,1985.625
30932,NWBI,2023,NAS,Regional Banks,522180,Savings Institutions and Other Depository Credit I,6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",OH,41945,MALE,5/24/2022,"Senior EVP, COO & Director",57,208.727,714.538,215.684,12.23,131.448,358.001,0,0,0,1276.668,1408.116,923.265,36.638,1634.669
30932,NWBI,2023,NAS,Regional Banks,522180,Savings Institutions and Other Depository Credit I,6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",OH,57946,MALE,8/17/2022,"President, CEO & Director",61,258.331,816.615,56.655,6.136,66.544,511.417,0,36.163,451.314,1421.304,1487.848,1074.946,93.327,1932.721
30932,NWBI,2023,NAS,Regional Banks,522180,Savings Institutions and Other Depository Credit I,6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",OH,57947,MALE,,Senior EVP & Chief Consumer Banking Officer,59,85.553,379.058,57.901,6.616,71.678,142.441,142.441,20.023,249.887,758.504,687.741,464.611,20.245,758.504
30932,NWBI,2023,NAS,Regional Banks,522180,Savings Institutions and Other Depository Credit I,6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",OH,59640,MALE,,Senior EVP & Head of Commercial Banking,62,0,192.222,0,4.221,45.935,142.441,73.636,0,0,1871.43,1843.729,192.222,-49.773,1940.235
30932,NWBI,2023,NAS,Regional Banks,522180,Savings Institutions and Other Depository Credit I,6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",OH,62683,MALE,,Executive VP & Chief Information Officer,56,80.153,379.058,28.636,4.168,45.262,110.781,57.269,14.127,176.305,635.796,623.789,459.211,19.991,689.308
30932,NWBI,2023,NAS,Regional Banks,522180,Savings Institutions and Other Depository Credit I,6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",OH,64870,MALE,,Executive VP & Chief Risk Officer,59,136.068,438.385,11.791,0,0,550.639,0,35.371,441.43,710.886,710.886,574.453,,1261.525
30990,COF,2023,NYS,Consumer Finance,522210,Credit Card Issuing,6141,PERSONAL CREDIT INSTITUTIONS,VA,14453,MALE,7/26/1994,"Founder, Chairman, CEO & President",72,5000,0,3932.587,203.125,22380.304,23458.681,2500.032,46.094,6043.846,7630.924,31721.821,5000,17.647,28589.573
30990,COF,2023,NYS,Consumer Finance,522210,Credit Card Issuing,6141,PERSONAL CREDIT INSTITUTIONS,VA,47084,MALE,,President of Financial Services,66,2370,1259.615,95.206,32.321,3582.486,3604.059,3371.137,11.14,1460.677,7317.647,7528.996,3629.615,7.855,7550.569
30990,COF,2023,NYS,Consumer Finance,522210,Credit Card Issuing,6141,PERSONAL CREDIT INSTITUTIONS,VA,50682,MALE,,Chief Enterprise Services Officer & Chief of Staff to the CEO,56,2524.5,1341.385,34.4,28.919,3208.977,4345.491,0,4.09,536.281,4134.807,8564.323,3865.885,8.035,8480.298
30990,COF,2023,NYS,Consumer Finance,522210,Credit Card Issuing,6141,PERSONAL CREDIT INSTITUTIONS,VA,61551,MALE,,Chief Financial Officer,48,1864.5,987.577,34.822,5.767,661.071,2601.129,2601.129,6.847,897.779,5659.977,3719.919,2852.077,9.827,5659.977
30990,COF,2023,NYS,Consumer Finance,522210,Credit Card Issuing,6141,PERSONAL CREDIT INSTITUTIONS,VA,64871,MALE,,Chief Information Officer,58,2070,1100.077,61.345,24.848,2757.504,3586.636,3383.441,22.696,2975.899,6791.383,6165.446,3170.077,,6994.578
31109,AM,2023,NYS,Oil & Gas Storage & Transportation,486210,Pipeline Transportation of Natural Gas,4922,NATURAL GAS TRANSMISSION,CO,11042,MALE,3/1/2019,"President, Chairman & CEO",69,0,364.65,1105.479,451.63,4796.311,9999.984,9999.984,1480.809,18554.537,11315.877,6112.204,364.65,-12.258,11315.877
31109,AM,2023,NYS,Oil & Gas Storage & Transportation,486210,Pipeline Transportation of Natural Gas,4922,NATURAL GAS TRANSMISSION,CO,38251,MALE,,Senior VP of Finance & Director,48,177.778,185.13,611.363,204.69,2231.758,4299.987,4299.987,506.286,6343.764,5037.463,2969.234,362.908,-4.989,5037.463
31109,AM,2023,NYS,Oil & Gas Storage & Transportation,486210,Pipeline Transportation of Natural Gas,4922,NATURAL GAS TRANSMISSION,CO,61892,MALE,,"CFO, VP of Finance & Treasurer",38,0,129.03,158.787,74.189,787.887,2099.982,2099.982,278.203,3485.884,2452.973,1140.878,129.03,-7.797,2452.973
31109,AM,2023,NYS,Oil & Gas Storage & Transportation,486210,Pipeline Transportation of Natural Gas,4922,NATURAL GAS TRANSMISSION,CO,63581,FEMALE,,"Senior VP of Legal, Chief Compliance Officer, General Counsel & Secretary",41,0,133.238,93.607,78.096,829.38,2624.994,2624.994,323.231,4050.084,2989.331,1193.717,133.238,-7.796,2989.331
31251,KREF,2023,NYS,Mortgage REITs,525990,Other Financial Vehicles,6798,REAL ESTATE INVESTMENT TRUSTS,NY,57628,MALE,10/1/2015,CEO & Director,49,0,0,284.842,89.669,1064.375,1027.088,0,175.467,2321.428,0,1064.375,0,0,1027.088
31251,KREF,2023,NYS,Mortgage REITs,525990,Other Financial Vehicles,6798,REAL ESTATE INVESTMENT TRUSTS,NY,57635,MALE,,COO & President,49,0,0,173.346,65.467,777.093,922.695,0,135.1,1787.373,0,777.093,0,0,922.695
31251,KREF,2023,NYS,Mortgage REITs,525990,Other Financial Vehicles,6798,REAL ESTATE INVESTMENT TRUSTS,NY,61175,MALE,,General Counsel & Secretary,41,0,0,7.685,6.917,82.101,168.375,0,20.333,269.006,0,82.101,0,0,168.375
31251,KREF,2023,NYS,Mortgage REITs,525990,Other Financial Vehicles,6798,REAL ESTATE INVESTMENT TRUSTS,NY,62684,FEMALE,,CFO & Treasurer,58,403.826,252.673,8.459,10,118.704,323.28,0,39.834,527.004,673.637,792.341,656.499,75.526,996.917
31252,MGY,2023,NYS,Oil & Gas Exploration & Production,211120,Crude Petroleum Extraction (eff from 6/30/2018),1311,CRUDE PETROLEUM AND NATURAL GAS,TX,46922,MALE,9/21/2022,"President, CEO & Director",60,0,722.615,592.738,199.224,4608.964,3692.755,3692.755,311.657,6635.178,5457.37,6373.579,722.615,22.359,5457.37
31252,MGY,2023,NYS,Oil & Gas Exploration & Production,211120,Crude Petroleum Extraction (eff from 6/30/2018),1311,CRUDE PETROLEUM AND NATURAL GAS,TX,64872,MALE,,"Executive Vice President, General Counsel, Corporate Secretary & Land",51,25.3,501.45,523.208,140.802,3257.414,1684.209,1684.208,200.972,4278.694,2824.658,4397.864,526.75,-2.803,2824.659
31252,MGY,2023,NYS,Oil & Gas Exploration & Production,211120,Crude Petroleum Extraction (eff from 6/30/2018),1311,CRUDE PETROLEUM AND NATURAL GAS,TX,64873,MALE,,Senior Vice President of Operations,47,0,393.75,253.345,78.999,1826.831,1128.33,1128.33,120.753,2570.831,1931.28,2629.781,393.75,8.133,1931.28
31252,MGY,2023,NYS,Oil & Gas Exploration & Production,211120,Crude Petroleum Extraction (eff from 6/30/2018),1311,CRUDE PETROLEUM AND NATURAL GAS,TX,64874,MALE,,"Senior VP, CFO and Principal Accounting & Financial Officer",43,0,379.373,78.365,24.874,575.02,1078.134,1078.134,50.805,1081.638,1875.007,1371.893,379.373,35.471,1875.007
31368,HAFC,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,CA,34542,FEMALE,5/3/2019,"President, CEO & Director",60,0,762.5,140.156,50.359,956.196,715.01,715.01,26.976,523.334,2073.765,2621.305,762.5,8.348,2073.765
31368,HAFC,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,CA,49340,MALE,,Senior EVP & CFO,67,0,470.631,54.526,2.8,52.109,244.872,244.873,9.252,179.489,977.964,785.2,470.631,7.348,977.963
31368,HAFC,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,CA,56602,MALE,,EVP & Chief Credit Officer,60,0,309.814,25.623,2.06,34.86,118.749,118.749,4.058,78.725,591.254,507.365,309.814,6,591.254
31368,HAFC,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,CA,60178,MALE,,Senior EVP & Chief Banking Officer,55,0,348.693,33.372,2,34.9,143.13,143.13,4.982,96.651,670.511,562.281,348.693,11.349,670.511
31368,HAFC,2023,NAS,Regional Banks,522110,Commercial Banking,6020,COMMERCIAL BANKS,CA,61552,MALE,,Senior VP & Chief Risk Officer,50,0,264.573,7.599,0.819,15.244,76.062,76.062,2.792,54.164,435.441,374.623,264.573,6,435.441
31453,NSIT,2023,NAS,Technology Distributors,423430,Computer and Computer Peripheral Equipment and Sof,5045,COMPUTERS AND COMPUTER PERIPHERAL EQUIPMENT AND SO,AZ,29654,FEMALE,,Chief Financial Officer,64,0,676,98.358,21.351,2802.707,3595.529,2766.675,26.846,4756.843,4205.869,4241.901,676,4,5034.723
31453,NSIT,2023,NAS,Technology Distributors,423430,Computer and Computer Peripheral Equipment and Sof,5045,COMPUTERS AND COMPUTER PERIPHERAL EQUIPMENT AND SO,AZ,29653,MALE,,"Senior VP, General Counsel & Secretary",63,0,530,23.009,9.006,1175.463,2054.867,773.843,13.519,2395.432,1759.963,2161.583,530,6,3040.987
31453,NSIT,2023,NAS,Technology Distributors,423430,Computer and Computer Peripheral Equipment and Sof,5045,COMPUTERS AND COMPUTER PERIPHERAL EQUIPMENT AND SO,AZ,60179,FEMALE,1/1/2022,"President, CEO & Director",60,0,925,50.807,28.944,4005.294,8218.464,1200.001,45.528,8067.106,3675.259,6480.552,925,8.824,10693.722
31453,NSIT,2023,NAS,Technology Distributors,423430,Computer and Computer Peripheral Equipment and Sof,5045,COMPUTERS AND COMPUTER PERIPHERAL EQUIPMENT AND SO,AZ,63228,MALE,,President of North America Business,53,250,650,8.414,13.29,1918.412,2054.867,1654.823,21.274,3769.54,3273.674,3537.263,900,34.831,3673.718
31453,NSIT,2023,NAS,Technology Distributors,423430,Computer and Computer Peripheral Equipment and Sof,5045,COMPUTERS AND COMPUTER PERIPHERAL EQUIPMENT AND SO,AZ,65280,MALE,,,49,1058.63,559,6.197,0,0,2151.222,2004.258,13.466,2386.041,4069.145,2064.887,1617.63,,4216.109
31460,UPBD,2023,NAS,Other Specialty Retail,532210,Consumer Electronics and Appliances Rental,7350,MISCELLANEOUS EQUIPMENT RENTAL AND LEASING,TX,34349,MALE,1/2/2018,CEO & Director,66,0,1100,628.544,124.321,3337.933,6502.656,6502.656,0,0,9791.051,6626.328,1100,0,9791.051
31460,UPBD,2023,NAS,Other Specialty Retail,532210,Consumer Electronics and Appliances Rental,7350,MISCELLANEOUS EQUIPMENT RENTAL AND LEASING,TX,61893,MALE,,Executive Vice President of Rent-A-Center Business,46,0,444.554,48.247,6.26,167.294,897.446,897.447,0,0,1764.037,1214.139,444.554,5.113,1764.036
31460,UPBD,2023,NAS,Other Specialty Retail,532210,Consumer Electronics and Appliances Rental,7350,MISCELLANEOUS EQUIPMENT RENTAL AND LEASING,TX,63645,MALE,,Executive VP & CFO,45,500,1000,30.758,31.357,893.518,3561.176,3561.176,0,0,5967.131,3299.473,1500,129.412,5967.131
31460,UPBD,2023,NAS,Other Specialty Retail,532210,Consumer Electronics and Appliances Rental,7350,MISCELLANEOUS EQUIPMENT RENTAL AND LEASING,TX,65281,MALE,,Executive Vice President of Acima,41,0,440.385,55.074,2.555,66.975,897.446,897.447,0,0,1762.136,931.664,440.385,,1762.135
31460,UPBD,2023,NAS,Other Specialty Retail,532210,Consumer Electronics and Appliances Rental,7350,MISCELLANEOUS EQUIPMENT RENTAL AND LEASING,TX,65282,MALE,,,51,200,424.039,1.149,0,0,576.933,576.933,0,0,1808.686,1231.753,624.039,,1808.686
31477,AZTA,2023,NAS,Life Sciences Tools & Services,541714,Research and Development in Biotechnology (except,8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,MA,40678,MALE,10/1/2010,CEO & President,64,0,750,406.52,59.212,3360.281,4500.037,4500.037,23.984,1203.757,5554.462,4414.706,750,1.036,5554.462
31477,AZTA,2023,NAS,Life Sciences Tools & Services,541714,Research and Development in Biotechnology (except,8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,MA,42906,MALE,,Executive VP & CFO,61,0,525,115.938,24.61,1396.618,1500.032,1500.032,3.292,165.226,2224.157,2120.743,525,-27.586,2224.157
31477,AZTA,2023,NAS,Life Sciences Tools & Services,541714,Research and Development in Biotechnology (except,8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,MA,42076,MALE,,Senior VP and Chief Strategy & New Business Officer,57,0,400,54.973,12.243,694.79,750.046,750.046,4.094,205.478,1248.132,1192.876,400,1.167,1248.132
31477,AZTA,2023,NAS,Life Sciences Tools & Services,541714,Research and Development in Biotechnology (except,8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,MA,59205,MALE,,"Senior VP, General Counsel & Corporate Secretary",52,0,431.923,97.899,13.354,757.84,900.043,225.055,5.66,284.075,769.182,1301.967,431.923,-14.275,1444.17
31477,AZTA,2023,NAS,Life Sciences Tools & Services,541714,Research and Development in Biotechnology (except,8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,MA,60955,MALE,,Senior Vice President of Global Operations,47,0,422.308,23.281,13.582,770.779,900.043,900.043,2.077,104.244,1433.395,1304.131,422.308,2.905,1433.395
31477,AZTA,2023,NAS,Life Sciences Tools & Services,541714,Research and Development in Biotechnology (except,8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,MA,66243,FEMALE,,Senior VP & GM of Multiomics and Synthesis Solutions,46,0,323.077,8.028,,,450.051,,,,,,323.077,7.969,849.019
31477,AZTA,2023,NAS,Life Sciences Tools & Services,541714,Research and Development in Biotechnology (except,8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,MA,66246,MALE,,Senior VP & GM of Sample Management Solutions,53,0,265.885,5.332,,,320.859,,,,,,265.885,,646.534
31494,PENG,2023,NAS,Semiconductors,334413,Semiconductor and Related Device Manufacturing,3674,SEMICONDUCTORS AND RELATED DEVICES,,55696,MALE,,"Executive VP, COO & President of Memory Solutions",63,0,475,151.85,50.932,828.061,1028.196,389.126,55.728,1333.014,968.205,2064.667,475,3.261,1607.275
31494,PENG,2023,NAS,Semiconductors,334413,Semiconductor and Related Device Manufacturing,3674,SEMICONDUCTORS AND RELATED DEVICES,,60956,MALE,,Senior VP & President of Intelligent Platform Solutions,47,0,401.923,6.562,27.092,482.667,1028.196,639.07,56.614,1354.207,1749.331,1592.928,401.923,-10.684,2138.457
31494,PENG,2023,NAS,Semiconductors,334413,Semiconductor and Related Device Manufacturing,3674,SEMICONDUCTORS AND RELATED DEVICES,,60957,MALE,,Senior VP & CFO,47,0,475,48.534,38.378,684.09,1370.942,852.102,43.626,1043.534,1418.307,1250.295,475,0,1937.147
31494,PENG,2023,NAS,Semiconductors,334413,Semiconductor and Related Device Manufacturing,3674,SEMICONDUCTORS AND RELATED DEVICES,,32279,MALE,8/31/2020,"President, CEO & Director",59,0,750,499.58,347.024,5242.657,2284.931,2284.931,47.448,1134.956,3214.342,10835.037,750,0,3214.342
31494,PENG,2023,NAS,Semiconductors,334413,Semiconductor and Related Device Manufacturing,3674,SEMICONDUCTORS AND RELATED DEVICES,,64549,MALE,,President of Cree LED,51,0,375,28.006,28.464,511.573,1158.669,1158.669,60.149,1438.764,1605.194,958.098,375,,1605.194
31494,PENG,2023,NAS,Semiconductors,334413,Semiconductor and Related Device Manufacturing,3674,SEMICONDUCTORS AND RELATED DEVICES,,64550,MALE,,Senior VP & President of Intelligent Platform Solutions,67,0,566.5,14.413,0,0,1949.752,1949.752,103.6,2478.112,3884.611,1934.859,566.5,,3884.611
31521,SNEX,2023,NAS,Investment Banking & Brokerage,523160,Commodity Contracts Intermediation (eff_from 06/15,6200,"SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES",NY,48265,MALE,,Chief Financial Officer,51,0,375,49.43288867,8.071333333,760.871,895.135,895.135,16.91066667,1638.897,3716.15,3581.886,375,0,3716.15
31521,SNEX,2023,NAS,Investment Banking & Brokerage,523160,Commodity Contracts Intermediation (eff_from 06/15,6200,"SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES",NY,48267,MALE,,Director & Executive VP of Broker Division and President & CEO of StoneX Financial Inc.,47,0,400,27.35866667,9.995333333,942.145,1161.107,1161.107,21.49733333,2083.413,4499.441,4280.479,400,0,4499.441
31521,SNEX,2023,NAS,Investment Banking & Brokerage,523160,Commodity Contracts Intermediation (eff_from 06/15,6200,"SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES",NY,48273,MALE,10/1/2002,"President, CEO & Executive Director",61,0,600,803.1466647,17.69333333,1667.432,1692.96,1692.96,34.12666667,3307.385,6518.006,6492.478,600,0,6518.006
31521,SNEX,2023,NAS,Investment Banking & Brokerage,523160,Commodity Contracts Intermediation (eff_from 06/15,6200,"SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES",NY,48274,MALE,12/6/2024,"CEO of Europe, Middle East & Africa Operations and StoneX Financial Ltd",51,0,396.034,107.0657773,9.995333333,942.145,1734.951,1734.951,27.506,2665.744,4202.688,3409.882,396.034,1.477,4202.688
31521,SNEX,2023,NAS,Investment Banking & Brokerage,523160,Commodity Contracts Intermediation (eff_from 06/15,6200,"SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES",NY,61176,MALE,,Head of Retail & Foreign Exchange,60,450,500,41.62844467,2.088666667,194.309,1249.765,1249.765,17.612,1706.867,5586.581,4531.125,950,0,5586.581
31564,ACIW,2023,NAS,Application Software,518210,"Data Processing, Hosting, and Related Services (ef",7370,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",NE,35893,MALE,,"Executive VP, CFO & Chief Accounting Officer",51,0,495,361.117,48.424,1256.498,1902.299,1902.299,84.967,2599.99,3055.163,2663.49,495,4.211,3055.163
31564,ACIW,2023,NAS,Application Software,518210,"Data Processing, Hosting, and Related Services (ef",7370,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",NE,63646,MALE,,Executive VP & Chief Revenue Officer,46,0,440,7.943,21.682,540.811,1019.076,1019.076,52.062,1593.097,1913.284,1435.019,440,-30.048,1913.284
31564,ACIW,2023,NAS,Application Software,518210,"Data Processing, Hosting, and Related Services (ef",7370,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",NE,63647,FEMALE,,Executive VP of Demand Merchant Solutions & Chief Product Officer,59,0,391.5,13.733,16.727,427.4,1019.076,1019.076,39.502,1208.761,1955.134,1363.458,391.5,4.726,1955.134
31564,ACIW,2023,NAS,Application Software,518210,"Data Processing, Hosting, and Related Services (ef",7370,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",NE,32578,MALE,11/8/2022,"CEO, President & Director",57,325,2062.5,117.474,9.667,220.504,2308.22,2308.22,61.566,1883.92,5231.678,3143.962,2387.5,313.42,5231.678
31564,ACIW,2023,NAS,Application Software,518210,"Data Processing, Hosting, and Related Services (ef",7370,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",NE,65283,MALE,,Chief Technology Officer,51,0,80.205,96.795,0,0,1600.004,1600.004,58.932,1803.319,1680.353,80.349,80.205,,1680.353
31587,DLTR,2023,NAS,Consumer Staples Merchandise Retail,455219,All Other General Merchandise Retailers (eff_from,5331,VARIETY STORES,VA,60181,MALE,,Chief Merchandising Officer,64,15,950.923,43.759,38.234,5460.947,1759.779,1759.779,13.467,1868.008,4064.524,7325.701,965.923,6.109,4064.524
31587,DLTR,2023,NAS,Consumer Staples Merchandise Retail,455219,All Other General Merchandise Retailers (eff_from,5331,VARIETY STORES,VA,21013,MALE,1/29/2023,Executive Chairman & CEO,70,0,1350,7.118,0,0,0,0,0,0,3360.766,3360.766,1350,56,3360.766
31587,DLTR,2023,NAS,Consumer Staples Merchandise Retail,455219,All Other General Merchandise Retailers (eff_from,5331,VARIETY STORES,VA,63648,MALE,,Chief Merchandising Officer of Family Dollar Banner,62,0,725.385,2.592,2.363,339.091,1759.779,1759.779,9.324,1293.332,3557.721,1697.042,725.385,38.169,3557.721
31587,DLTR,2023,NAS,Consumer Staples Merchandise Retail,455219,All Other General Merchandise Retailers (eff_from,5331,VARIETY STORES,VA,50104,MALE,,Chief Financial Officer,60,0,825,9.303,6.608,775.251,1799.83,1799.83,11.31,1568.81,3796.449,2321.911,825,44.81,3796.449
31587,DLTR,2023,NAS,Consumer Staples Merchandise Retail,455219,All Other General Merchandise Retailers (eff_from,5331,VARIETY STORES,VA,65587,MALE,11/3/2024,Chief Operating Officer,47,500,892.308,3.067,2.643,310.077,2079.896,2079.896,10.719,1486.832,4797.561,2507.774,1392.308,401.037,4797.561
31673,COR,2023,NYS,Health Care Distributors,424210,Drugs and Druggists' Sundries Merchant Wholesalers,5122,"DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS' SUNDRIES",PA,20640,MALE,7/1/2011,"Chairman, President & CEO",62,0,1400,285.088,143.247,24553.906,12500.174,12500.174,66.936,12046.472,17511.24,43350.278,1400,0,17511.24
31673,COR,2023,NYS,Health Care Distributors,424210,Drugs and Druggists' Sundries Merchant Wholesalers,5122,"DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS' SUNDRIES",PA,50311,MALE,10/1/2024,Executive VP & COO,56,0,975,48.099,43.671,7510.367,5000.227,5000.227,23.564,4240.813,7697.85,10207.99,975,14.706,7697.85
31673,COR,2023,NYS,Health Care Distributors,424210,Drugs and Druggists' Sundries Merchant Wholesalers,5122,"DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS' SUNDRIES",PA,34535,MALE,,Executive VP & CFO,60,0,795,114.066,40.249,6911.515,3500.27,3500.27,18.904,3402.153,5449.373,12658.307,795,3.247,5449.373
31673,COR,2023,NYS,Health Care Distributors,424210,Drugs and Druggists' Sundries Merchant Wholesalers,5122,"DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS' SUNDRIES",PA,57640,FEMALE,,Executive VP and Chief Communications & Administration Officer,66,0,640,25.902,20.599,3528.149,1600.092,1600.092,8.885,1599.032,3170.199,10110.063,640,3.226,3170.199
31673,COR,2023,NYS,Health Care Distributors,424210,Drugs and Druggists' Sundries Merchant Wholesalers,5122,"DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS' SUNDRIES",PA,64875,FEMALE,,Executive VP & Chief Legal Officer,48,0,670,15.166,12.803,2021.499,2400.059,2400.059,9.804,1764.426,4027.232,3967.34,670,,4027.232
31774,BHF,2023,NAS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,NC,53547,MALE,,Executive VP & Chief Investment Officer,62,0,570.192,106.262,39.383,2297.998,1437.451,1437.451,43.32,2292.495,3692.669,4553.216,570.192,3.671,3692.669
31774,BHF,2023,NAS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,NC,43020,MALE,8/1/2017,"President, CEO & Director",61,0,1000,371.072,146.243,8533.279,5999.954,5999.954,156.693,8292.193,10005.985,12539.31,1000,1.463,10005.985
31774,BHF,2023,NAS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,NC,58686,MALE,,Executive VP and Chief Distribution & Marketing Officer,48,0,600,58.607,29.357,1712.981,1199.967,1199.967,57.26,3030.2,3078.719,3591.733,600,0.808,3078.719
31774,BHF,2023,NAS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,NC,58687,MALE,,Executive VP & CFO,58,0,600,51.89,32.958,1923.099,1739.996,1739.996,46.949,2484.542,3706.297,3889.4,600,0,3706.297
31774,BHF,2023,NAS,Life & Health Insurance,524113,Direct Life Insurance Carriers,6311,LIFE INSURANCE,NC,63649,FEMALE,,Executive VP & Chief Human Resources Officer,56,0,466.154,25.848,14.712,858.445,822.442,822.442,22.033,1165.986,2184.031,2220.034,466.154,4.034,2184.031
