ticker,year,gvkey,gender,co_per_rol,pceo,pcfo,title,age,bonus,opt_exer_val,opt_unex_exer_est_val,opt_unex_unexer_est_val,othcomp,pension_value_tot,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec
REG,2023,29099,MALE,69525,,,COO & President of East Region,47,0,0,0,0,17.126,0,500,1134.858,1171.026,2426.984,2426.984,2426.984
REG,2023,29099,MALE,71483,,,Chief Investment Officer & President of West Region,43,0,0,0,0,13.68,0,500,1134.858,1165.733,1288.68,1288.68,2423.538
FFIN,2023,29101,MALE,35747,CEO,,"Chairman, President & CEO",70,0,324.8,182.4,0,22.35,0,1171.875,0,1533.664,1194.225,1519.025,1239.808
FFIN,2023,29101,MALE,46848,,,Executive VP & Chief Administrative Officer,62,0,155.54,453,13.403,22.35,0,625,239.96,609.636,1038.838,834.39,1061.254
FFIN,2023,29101,MALE,52210,,,"Chairman, CEO & President of First Financial Trust & Asset Mgmt Co. NA",62,0,132.45,453,10.041,33.9,0,464.667,166.668,444.683,832.648,715.077,870.687
FFIN,2023,29101,MALE,65400,,,"Executive VP, CFO, Secretary & Treasurer",57,0,0,0,0,15.393,0,77.5,0,0,92.893,92.893,92.893
FFIN,2023,29101,MALE,69526,,,Executive VP & Chief Lending Officer,40,0,35.867,84.768,8.207,22.35,0,401.667,126.625,338.421,694.986,540.884,703.641
FFIN,2023,29101,FEMALE,71484,,CFO,"EVP, CFO, Secretary & Treasurer",55,62.677,0,0,11.003,22.35,0,597.545,239.96,369.327,1073.56,713.572,1090.136
PTEN,2023,29108,MALE,27926,,,Executive VP & Chief Commercial Officer,63,0,0,0,0,0,0,450,1976.893,1778.047,3029.951,3029.951,3029.951
PTEN,2023,29108,MALE,39526,,,"Senior VP, General Counsel & Secretary",51,0,0,0,0,13.2,0,475,1531.624,1323.367,2427.223,2427.223,2427.223
PTEN,2023,29108,MALE,47274,,,Executive VP & Chief Business Officer,60,250,0,0,0,13.2,0,513.635,1694.098,1270.091,3006.984,3006.984,3006.984
PTEN,2023,29108,MALE,47275,CEO,,"President, CEO & Director",58,0,0,0,0,13.2,0,1000,5930.679,5177.164,8284.008,8284.008,8284.008
PTEN,2023,29108,MALE,59341,,CFO,Executive VP & CFO,52,0,0,0,0,13.2,0,450,2076.67,1846.811,3142.928,3142.928,3142.928
INCY,2023,29127,MALE,50766,CEO,,CEO & Chairman,63,0,0,0,93.28,53.187,0,1291.929,9334.654,11004.7,16659.526,12234.473,16659.526
INCY,2023,29127,MALE,54894,,,Executive VP & Chief Medical Officer,56,0,0,0,29.237,31.256,0,775.58,2925.757,5967.311,5628.093,4241.142,5628.093
INCY,2023,29127,MALE,63848,,,Executive VP & GM of North America,65,0,0,0,20.883,50.689,0,599.822,2089.835,4195.753,4091.938,3101.258,4091.938
INCY,2023,29127,FEMALE,63849,,CFO,Executive VP & CFO,52,0,0,0,26.452,49.073,0,684.288,2647.095,4236.817,5084.485,3829.622,5084.485
INCY,2023,29127,MALE,72335,,,President and Head of Research & Development,60,737.362,0,0,20.883,39.183,0,517.808,14089.823,12687.85,16570.303,16119.926,16570.303
ROCK,2023,29131,MALE,47277,,CFO,Senior VP & CFO,59,0,0,197.15,0,25.742,0,470.598,685.902,3946.789,1982.455,1982.455,1674.652
ROCK,2023,29131,MALE,59346,,,VP & Treasurer,43,0,0,0,0,16.102,0,256.144,193.079,769.344,556.76,556.76,556.76
ROCK,2023,29131,MALE,63851,CEO,,"Chairman of the Board, President & CEO",57,0,0,0,0,23.439,0,845.481,2974.951,11202.839,6211.719,6211.719,5528.619
ROCK,2023,29131,FEMALE,69527,,,"General Counsel, VP & Secretary",39,0,0,0,0,12.685,0,383.654,270.62,935.676,916.873,916.873,916.873
ROCK,2023,29131,FEMALE,71953,,,Chief Human Resources Officer,46,0,0,0,0,3.637,0,256.173,256.665,712.005,660.867,660.867,660.867
ITRI,2023,29133,MALE,53703,CEO,,"CEO, President & Director",56,0,0,3507.916,0,14.85,0,875,3746.266,0,5116.321,5116.321,6167.366
ITRI,2023,29133,FEMALE,59349,,CFO,Senior VP & CFO,65,0,0,143.756,0,23.154,0,540,1449.557,1874.385,1930.15,1930.15,2579.711
ITRI,2023,29133,MALE,63852,,,Senior Vice President of Outcomes,55,0,87.091,30.393,0,12.948,0,460,519.342,686.461,1343.526,1430.617,1451.14
ITRI,2023,29133,MALE,69528,,,Senior Vice President of Networked Solutions,49,47.25,0,67.451,0,14.789,0,450,512.14,279.085,1096.303,1096.303,1496.679
ITRI,2023,29133,MALE,71485,,,Senior Vice President of Device Solutions,50,42,0,0,0,13.483,0,400,477.8,608.61,1150.431,1150.431,1353.283
URBN,2023,29150,MALE,36131,CEO,,"Co-Founder, Chairman & CEO",76,5,0,0,0,28.839,0,0.001,0,0,1033.84,1033.84,1033.84
URBN,2023,29150,FEMALE,37447,,,"Chief Creative Officer, Co-President & Director",66,5,0,0,0,13.704,0,967.775,1650.006,0,3438.539,3438.539,5088.545
URBN,2023,29150,MALE,45568,,,COO & Co-President,48,5,0,0,0,4.352,0,967.775,1650.006,0,3520.004,3520.004,5170.01
URBN,2023,29150,FEMALE,65995,,CFO,Chief Financial Officer,54,5,0,0,0,10.937,0,652.615,849.995,0,2241.537,2241.537,2666.535
URBN,2023,29150,FEMALE,65996,,,Global CEO Urban Outfitters Group & CEO of Free People Group,51,5,0,0,0,9.894,0,1075.305,1650.006,0,3798.815,3798.815,4623.818
CARS,2023,29155,MALE,55498,CEO,,CEO & Director,52,0,0,0,2131.941,43.848,0,750,5500.024,4209.519,7183.222,7183.222,7183.222
CARS,2023,29155,MALE,62149,,,President & Chief Commercial Officer,52,0,0,0,0,13.2,0,500,1500.022,1962.181,2606.122,2606.122,2606.122
CARS,2023,29155,FEMALE,65997,,CFO,Chief Financial Officer,42,0,0,0,0,7.333,0,550,1787.522,3617.048,2997.045,2997.045,2997.045
CARS,2023,29155,FEMALE,70047,,,Chief Legal Officer & Secretary,54,40,0,0,0,13.2,0,389.063,689.072,1636.239,1341.04,1341.04,1301.04
UFPI,2023,29156,MALE,27078,CEO,,CEO & Chairman,62,0,0,0,0,55.094,0,859.992,5795.703,10135.652,2658.832,2658.832,8454.535
UFPI,2023,29156,MALE,32773,,CFO,CFO & Treasurer,56,0,0,0,0,24.853,0,463.376,2838.099,12037.839,1727.074,1727.074,4286.328
UFPI,2023,29156,MALE,50260,,,President of UFP Construction LLC,53,0,0,0,0,26.166,0,391.962,1530.808,12272.543,1382.232,1382.232,2764.936
UFPI,2023,29156,MALE,67173,,,President of UFP Packaging LLC,52,0,0,0,0,26.431,0,390.833,1331.973,9543.361,2387.911,2387.911,2565.237
UFPI,2023,29156,MALE,71486,,,"President of UFP Retail Solutions, LLC",44,0,0,0,0,22.056,0,318.814,1153.731,2747.475,1167.62,1167.62,2274.601
ICHR,2023,29191,MALE,60590,,,Chief Technology Officer,43,0,367.817,16.701,33.355,6.545,0,437,1186.939,931.651,1760.871,2128.688,1760.871
ICHR,2023,29191,MALE,62150,CEO,,CEO & Executive Director,61,0,0,545.716,1.889,11.25,0,640,4721.589,67.697,3267.54,3267.54,5667.554
ICHR,2023,29191,MALE,65999,,,Chief Financial Officer,62,0,0,160.286,13.318,11.25,0,336.058,1384.752,1210.613,910.862,910.862,1843.282
ICHR,2023,29191,MALE,67600,,,Chief Commercial Officer,63,0,0,259.496,16.737,9.119,0,406.308,1186.939,1515.537,1765.353,1765.353,1765.353
ICHR,2023,29191,MALE,71954,,,Chief Operating Officer,52,0,0,0,0,11.25,0,450,1186.939,2857.642,1015.296,1015.296,1814.522
ICHR,2023,29191,MALE,71955,,CFO,Chief Financial Officer,62,0,0,0,0,9.885,0,352.692,1675.039,1087.796,1706.204,1706.204,2181.206
FWRD,2023,29206,MALE,25906,,,President & COO,60,0,0,0,0,12.955,0,606,525,401.111,1416.218,1241.218,1416.218
FWRD,2023,29206,MALE,50770,,,"Interim CEO, Chief Legal Officer & Secretary",51,0,0,160.629,0,11.712,0,456,393.75,319.757,1044.012,912.762,1044.012
FWRD,2023,29206,MALE,61818,CEO,,"President, CEO & Executive Chairman",58,0,0,0,0,26.241,0,902,2543.333,1271.231,4866.321,3594.654,4866.321
FWRD,2023,29206,FEMALE,67601,,CFO,CFO & Treasurer,47,0,0,0,0,10.689,0,400,375,240.101,966.489,841.489,966.489
FWRD,2023,29206,MALE,69531,,,Chief People Officer,42,0,0,0,0,9.699,0,350,262.5,187.918,764.299,676.799,764.299
VIAV,2023,29241,MALE,49654,,,Senior VP and GM of Optical Security & Performance Products,61,0,0,0,0,5,0,398.077,995.962,1018.906,1418.401,1418.401,1418.401
VIAV,2023,29241,MALE,51626,,,Chief Marketing & Strategy Officer,60,0,0,0,0,0,0,447.116,940.638,980.782,1387.754,1387.754,1387.754
VIAV,2023,29241,MALE,53707,CEO,,"President, CEO & Director",58,0,0,6349.783,0,5,0,895.192,8078.473,0,5264.864,5264.864,8978.665
VIAV,2023,29241,MALE,61298,,,"Senior Vice President of Global Sales, Network and Service Enablement",56,0,0,0,0,5,0,416.154,1106.642,1187.225,1577.777,1577.777,1577.776
VIAV,2023,29241,MALE,66742,,,Executive VP & CFO,54,0,0,0,0,0,0,522.115,2213.285,1535.385,2735.4,2735.4,2735.4
FLG,2023,29282,MALE,24201,CEO,,"President, CEO & Director",54,0,0,0,0,375.395,10.26,1275,3187.506,9498.759,4837.901,4837.901,4837.901
FLG,2023,29282,MALE,35000,,CFO,"Senior EVP, CFO & Principal Financial Officer",52,0,0,0,0,166.747,0,750,1050.005,3248.199,1966.752,1966.752,1966.752
FLG,2023,29282,MALE,66001,,,Senior Executive VP & President of Commercial Real Estate Finance,59,0,0,0,0,124.565,228.531,600,600.008,1754.302,1324.573,1324.573,1324.573
FLG,2023,29282,MALE,70048,,,Senior Executive VP & President of Mortgage,48,0,0,0,0,562.985,0,900,1125.006,4553.976,2587.991,2587.991,2587.991
FLG,2023,29282,MALE,70049,,,Senior Executive VP & President of Consumer and Corporate Banking,61,0,0,0,0,366.144,0,709.615,720,3232.568,1795.759,1795.759,1795.759
SHOO,2023,29382,MALE,42811,CEO,,Chairman & CEO,47,0,0,0,0,27.9,0,1125.212,2999.991,14755.902,2033.112,2033.112,5033.103
SHOO,2023,29382,FEMALE,42812,,,"President, COO & Director",51,0,0,0,0,24.9,0,774.037,1349.996,3003.672,2452.641,2452.641,2452.641
SHOO,2023,29382,FEMALE,52813,,,Chief Merchandising Officer,46,0,0,0,0,6.6,0,590,649.997,2257.5,1246.597,1246.597,1246.597
SHOO,2023,29382,MALE,67602,,CFO,Chief Financial Officer,51,0,0,0,0,24.9,0,599.038,450.023,1789.452,1337.961,1337.961,1337.961
SHOO,2023,29382,FEMALE,71956,,,"Executive VP, General Counsel & Secretary",38,100,0,0,0,5.92,0,396.924,175.011,469.896,677.855,677.855,677.855
SPG,2023,29389,MALE,25360,CEO,,"Chairman, CEO & President",61,4000,0,0,0,314.048,0,1250,10000.259,13648.223,5564.048,5564.048,15564.307
SPG,2023,29389,MALE,39533,,,Chief Administrative Officer,67,800,0,0,0,119.87,0,670.192,2500.149,4671.176,3590.211,3590.211,4090.211
SPG,2023,29389,MALE,59365,,,General Counsel & Secretary,62,800,0,0,0,117.834,0,670.192,2500.149,5054.022,3588.175,3588.175,4088.175
SPG,2023,29389,MALE,61819,,CFO,Executive VP & CFO,44,800,0,0,0,120.368,0,640.385,3000.175,4672.031,4560.928,4560.928,4560.928
SPG,2023,29389,MALE,69532,,,Senior VP & Chief Accounting Officer,48,275,0,0,0,79.403,0,332.577,750.148,1439.951,1061.989,1061.989,1437.128
EMN,2023,29392,MALE,34163,CEO,,Chairman & CEO,57,0,0,9378.871,682.426,415.273,0,1360.81,11208.31,0,17054.38,14581.443,17597.89
EMN,2023,29392,MALE,50262,,,Executive VP & Chief Commercial Officer,55,0,0,3317.987,200.509,63.256,2444.707,827.16,3293.234,1070.834,2264.411,1537.816,5851.855
EMN,2023,29392,MALE,54366,,,Executive VP of Manufacturing & Chief Sustainability Officer,58,0,0,1574.999,154.78,51.335,809.171,677.756,2542.144,0,1740.816,1179.931,4695.078
EMN,2023,29392,MALE,66002,,CFO,CFO & Executive VP,50,0,0,1113.486,168.851,88.267,1845.433,795.266,2773.258,0,4955.065,4343.191,5205.675
EMN,2023,29392,MALE,71957,,,Senior Vice President of Additives & Functional Products,,0,0,336.316,112.568,44.353,919.332,615.689,1848.839,0,3327.857,2919.941,3499.152
UFPT,2023,29449,MALE,70339,,,"General Counsel, Secretary & Senior VP of Human Resources",60,0,0,0,0,31.517,0,355,273,1023.81,912.517,912.517,912.517
UFPT,2023,29449,MALE,70341,CEO,,CEO & Chairman,61,0,0,0,480.067,130.107,0,680,2761,7215.53,4931.107,4931.107,4931.107
UFPT,2023,29449,MALE,70342,,CFO,"CFO, Senior VP & Treasurer",61,0,0,0,0,36.053,0,440,616,2192.994,1468.47,1468.47,1468.47
UFPT,2023,29449,MALE,70344,,,President,55,0,0,0,0,35.678,0,440,616,2192.994,1462.095,1462.095,1462.095
UFPT,2023,29449,MALE,72336,,,Chief Commercial Officer,49,0,0,0,0,28.658,0,325,180,631.903,722.785,722.785,722.785
MED,2023,29517,MALE,49351,,,"Executive VP, General Counsel & Corporate Secretary",52,0,0,0,0,54.865,0,427.781,805.133,307.129,1632.143,1632.143,1632.143
MED,2023,29517,MALE,54898,CEO,,Executive Chairman & CEO,58,0,0,0,0,111.807,0,1000,4604.755,1634.253,7039.062,7039.062,7039.062
MED,2023,29517,MALE,62152,,,Chief Field Operations Officer,43,0,0,12.226,0,57.928,0,440.352,850.682,327.093,1703.445,1703.445,1703.445
MED,2023,29517,MALE,64255,,,Chief Business Operations Officer,58,0,0,0,0,54.141,0,415.873,803.398,308.674,1608.19,1608.19,1608.19
MED,2023,29517,MALE,66004,,CFO,Chief Financial Officer,55,0,0,0,0,66.335,0,527.085,992.101,382.28,2009.824,2009.824,2009.824
HAIN,2023,29609,FEMALE,60773,,,"Executive VP, Chief Legal & Corporate Affairs Officer and Corporate Secretary",42,0,0,0,0,9.269,0,490.156,709.133,558.496,1410.92,1410.92,1410.919
HAIN,2023,29609,MALE,62588,,,"President, CEO & Director",62,0,0,0,0,1281.31,0,563.718,5612.067,0,7741.908,7741.908,7741.908
HAIN,2023,29609,MALE,68430,,,President of International,46,0,0,0,0,59.672,0,451.233,709.133,573.508,1409.19,1409.19,1409.189
HAIN,2023,29609,MALE,68431,,,Executive Officer,62,0,0,0,0,11.889,0,578.5,1181.85,391.037,1936.989,1936.989,1936.99
HAIN,2023,29609,MALE,68432,,,Executive VP & COO,62,0,0,0,0,425.184,0,339.877,1063.684,0,1828.745,1828.745,1828.745
HAIN,2023,29609,FEMALE,70708,CEO,,"President, CEO & Director",53,960,0,0,0,25.547,0,462.5,3066.503,1639.648,4765.456,4765.456,4765.456
STCN,2023,29621,MALE,53709,CEO,,Executive Chairman & Interim CEO,58,0,0,0,0,124,0,0,100.671,89.751,124,124,224.671
STCN,2023,29621,MALE,68653,,,CEO & President of ModusLink Corporation,53,0,,,,3.802,,334.75,40.625,,,,597.183
STCN,2023,29621,MALE,68654,,,Chief Financial Officer,53,0,0,0,0,0,0,0,0,0,0,0,0
MAA,2023,29649,MALE,31525,CEO,,Chairman & CEO,66,0.5,0,0,0,318.174,0,914.723,4728.342,5726.248,8015.765,8015.765,8015.765
MAA,2023,29649,MALE,37635,,CFO,Executive VP & CFO,56,0.5,0,0,0,128.926,0,565.802,1462.358,2454.568,3007.115,3007.115,3007.115
MAA,2023,29649,MALE,48972,,,"Executive VP, Chief Administrative Officer & General Counsel",54,0.5,0,0,0,127.785,0,562.469,1453.743,2678.847,1540.46,1540.46,2994.203
MAA,2023,29649,MALE,67603,,,President & Chief Investment Officer,47,0.5,0,0,0,77.904,0,496.743,1173.086,1461.984,2478.193,2478.193,2478.193
MAA,2023,29649,MALE,71958,,,"Executive VP, Chief Strategy & Analysis Officer",,0.5,0,0,0,40.813,0,375.692,412.506,565.538,1198.326,1198.326,1198.326
DAKT,2023,29705,MALE,36199,,,"Executive Vice President of Commercial, High School Park, Recreation & Transportation Business Units",61,0,81.945,7.05,101.258,9.114,0,306.515,12.116,57.877,518.971,578.416,520.703
DAKT,2023,29705,MALE,36200,CEO,,"Chairman, President & CEO",59,0,0,195.404,218.022,9.9,0,506.792,24.241,123.195,977.038,932.038,980.516
DAKT,2023,29705,FEMALE,36824,,,VP of Human Resources & Corporate Secretary,63,0,0,90.475,101.258,7.862,0,252.738,12.116,57.877,400.072,377.572,401.804
DAKT,2023,29705,FEMALE,47950,,CFO,CFO & Treasurer,51,0,0,91.067,101.258,6.9,0,327.515,12.116,57.877,549.914,527.414,551.646
DAKT,2023,29705,MALE,49664,,,Vice President of Manufacturing,54,0,61.809,27.075,101.258,9.02,0,296.115,12.116,57.877,502.457,541.766,504.189
MLM,2023,29733,FEMALE,30887,,,"Executive VP, General Counsel & Corporate Secretary",64,0,0,0,0,47.719,11547.608,686.75,1785.893,2410.234,2659.823,2659.823,5279.309
MLM,2023,29733,MALE,34799,CEO,,"Chairman, CEO & President",60,0,0,0,0,37.422,0,1285,8580.337,10623.79,5547.708,5547.708,18488.885
MLM,2023,29733,MALE,59376,,CFO,Executive VP & CFO,52,0,0,0,0,29.254,1309.428,680.5,1252.003,1496.73,2411.687,2411.687,4295.56
MLM,2023,29733,MALE,71959,,,"Senior VP, Controller & Chief Accounting Officer",60,0,0,0,0,33.986,0,430.562,593.407,1214.347,1650.032,1650.032,2308.785
MLM,2023,29733,MALE,71960,,,Senior Vice President of Strategy & Development,38,0,0,0,0,25.676,192.604,396.667,547.18,1960.717,1626.896,1626.896,2027.446
AMED,2023,30612,FEMALE,70055,,,Chief Compliance Officer,45,37.5,0,12.811,9.462,10.993,0,395.192,405.949,593.65,1275.105,1149.634,1275.105
AMED,2023,30612,MALE,72341,CEO,,"President, CEO & Director",48,0,172.151,0,342.504,260.668,0,692.308,13519.582,2729.553,16726.179,15644.709,16726.179
TSCO,2023,29736,MALE,50265,,,"Executive VP and Chief Technology, Digital Commerce & Strategy Officer",50,0,0,6332.415,381.595,41.303,0,661.385,1017.597,2990.422,2387.719,2112.771,2387.719
TSCO,2023,29736,MALE,60122,,CFO,"Executive VP, CFO & Treasurer",51,0,790.15,14827.188,357.741,41.82,0,703.846,1124.795,2905.055,2663.092,3078.28,2663.092
TSCO,2023,29736,MALE,66007,CEO,,"President, CEO & Director",49,0,0,10572.222,1609.799,41.434,0,1298.077,6374.641,13156.503,11374.666,9249.699,11374.666
TSCO,2023,29736,MALE,67605,,,Executive VP & Chief Merchandising Officer,42,0,527.46,6449.703,286.179,41.89,0,650.077,599.956,2094.177,1877.62,2205.112,1877.62
TSCO,2023,29736,MALE,67606,,,Executive VP & Chief Stores Officer,46,0,0,3435.972,286.179,40.93,0,650.077,599.956,2094.177,1876.66,1676.692,1876.66
ALB,2023,29751,MALE,45574,,CFO,Executive VP & CFO,57,0,0,1950.172,0,235.868,0,684.472,1482.184,1934.154,3360.008,2909.921,3360.008
ALB,2023,29751,MALE,58027,CEO,,"Chairman, President & CEO",63,0,0,0,0,483.585,0,1334.038,8232.532,1510.394,8650.34,8650.34,14472.114
ALB,2023,29751,MALE,63856,,,President of Specialties Global Business Unit,52,0,0,1163.946,0,171.936,0,622.42,1646.506,506.98,2742.689,2242.68,3233.769
ALB,2023,29751,MALE,63857,,,President of Ketjen,47,0,0,777.927,0,4871.591,0,308.17,0,0,5179.761,5179.761,5179.761
ALB,2023,29751,MALE,65402,,,President of Energy Storage Global Business Unit,56,0,0,1188.065,0,202.476,0,631.973,1646.506,2010.15,3465.34,2965.331,3465.34
ALB,2023,29751,FEMALE,69557,,,"Executive VP, General Counsel & Corporate Secretary",55,0,0,0,0,193.368,0,653,906.236,1516.751,2550.068,2275.004,2550.068
ALB,2023,29751,MALE,71961,,,Chief External Affairs Officer,,0,0,0,0,1606.127,0,416.154,906.236,0,2837.925,2562.861,3203.581
ALB,2023,29751,MALE,71962,,,Executive VP & CFO,46,300,0,0,0,18.937,0,23.077,673.959,846.653,1089.617,1089.617,1089.617
HCC,2023,30397,MALE,62594,,,Chief Operating Officer,61,0,0,0,0,132.202,0,519.471,1330.054,603.969,2864.827,2864.827,2864.828
BZH,2023,29755,MALE,35249,CEO,,"Chairman, President & CEO",57,0,0,0,76.45,109.9,0,1028.846,1996.601,3505.086,6703.47,6703.47,6703.471
BZH,2023,29755,MALE,61300,,,"Executive VP, Corporate Secretary & General Counsel",65,0,0,0,0,60.372,0,591.587,669.686,1169.724,2543.74,2543.74,2543.74
BZH,2023,29755,MALE,66916,,CFO,Senior VP & CFO,45,0,0,0,0,59.655,0,588.702,669.686,1079.251,2365.786,2365.786,2365.786
IVZ,2023,29804,MALE,35964,,,"President, CEO & Director",63,0,0,0,0,154.134,0,790,9430.685,21477.308,17354.819,17354.819,17354.819
IVZ,2023,29804,MALE,35968,,,"Senior MD & Chief Executive Officer, Asia Pacific",61,0,0,0,0,71.54,0,500,4393.319,4911.405,6791.859,6791.859,6791.859
IVZ,2023,29804,MALE,59382,,,Advisor,60,0,0,0,0,26.838,0,375,3942.1,8850.478,4083.305,4083.305,5918.938
IVZ,2023,29804,MALE,63858,CEO,,"President, CEO & Director",49,0,0,0,0,115.6,0,625,8323.081,7537.614,10524.617,10524.617,11864.931
IVZ,2023,29804,FEMALE,66009,,CFO,Senior MD & CFO,48,0,0,0,0,22.824,0,500,3811.265,4803.367,6134.089,6134.089,6134.089
IVZ,2023,29804,FEMALE,71963,,,Senior MD & Co-Head of Investment,52,0,0,0,0,12.935,0,459.268,2720.849,3460.086,4757.052,4757.052,4757.052
IVZ,2023,29804,MALE,71964,,,Senior MD & Co-Head of Investment,49,0,0,0,0,23.478,0,481.25,2299.446,2520.4,4368.174,4368.174,4368.174
IVZ,2023,29804,MALE,71965,,,,48,0,0,0,0,50.193,0,500,3603.72,4237.481,5980.913,5980.913,5980.913
WRK,2023,29830,MALE,66917,CEO,,"CEO, President & Director",54,0,0,0,0,280.75,0,1300.5,9544.333,7474.288,12615.612,12615.612,12615.612
WRK,2023,29830,MALE,66918,,,President of Corrugated Packaging,55,0,0,0,0,76.249,0,741.813,1550.234,936.815,2874.85,2874.85,2874.85
WRK,2023,29830,FEMALE,68750,,,"Executive VP, General Counsel & Secretary",61,0,0,0,0,469.443,0,695.3,1244.607,2490.07,2855.676,2855.676,2855.676
WRK,2023,29830,MALE,68751,,CFO,Executive VP & CFO,51,0,0,0,0,231.262,0,772.5,1985.123,2921.853,3573.651,3573.651,3573.651
WRK,2023,29830,MALE,68752,,,President of Mill Operations,59,0,0,0,0,91.493,0,724.901,1514.86,910.895,2826.26,2826.26,2826.26
MAC,2023,29868,MALE,29724,,,President & Director,68,2720,0,0,0,86.74,0,800,3599.98,2642.187,3606.74,3606.74,7206.72
MAC,2023,29868,MALE,29726,CEO,,Advisor,67,2890,0,0,0,85.726,0,850,5999.983,0,3825.726,3825.726,9825.709
MAC,2023,29868,MALE,62154,,,Senior EVP & Head of Leasing,60,1237.5,0,0,0,29.064,0,517.26,1099.987,994.062,1783.824,1783.824,2883.811
MAC,2023,29868,FEMALE,62155,,,"Senior EVP, Chief Legal Officer & Secretary",59,1275,0,0,0,58.704,0,517.26,1099.987,994.062,1850.964,1850.964,2950.951
MAC,2023,29868,MALE,64257,,CFO,"Senior EVP, CFO & Treasurer",54,1237.5,0,0,0,73.504,0,517.26,1299.989,1160.922,1828.264,1828.264,3128.253
ZEUS,2023,29870,MALE,36346,,,Executive Chairman of the Board,71,0,0,0,0,29.18,0,447.917,0,0,477.097,477.097,477.097
ZEUS,2023,29870,MALE,36347,CEO,,CEO & Director,59,0,0,0,0,242.284,0,735,738.76,4990.627,2645.154,2645.154,2645.154
ZEUS,2023,29870,MALE,36350,,CFO,Chief Financial Officer,54,0,0,0,0,171.359,0,550,201.48,1481.207,1609.572,1609.572,1609.572
ZEUS,2023,29870,MALE,54370,,,President & COO,62,0,0,0,0,195.06,0,675,402.96,1934.967,2113.258,2113.258,2113.258
ZEUS,2023,29870,FEMALE,66010,,,VP & Treasurer,46,0,0,0,0,40.408,0,300,20,140.47,542.535,542.535,542.535
AVB,2023,29875,MALE,35377,,,"Executive VP, General Counsel & Secretary",60,0,0,48.183,0,26.679,0,520.192,1218.375,1639.298,2428.595,2428.595,2428.595
AVB,2023,29875,MALE,41578,,,Chief Operating Officer,56,0,0,120.46,0,31.314,0,674.231,2886.851,4010.627,4856.982,4856.982,4856.983
AVB,2023,29875,MALE,48975,,,Chief Investment Officer,57,0,0,120.46,0,31.593,0,674.231,2909.08,4142.804,4836.205,4836.205,4836.206
AVB,2023,29875,MALE,50775,,CFO,Executive VP & CFO,57,0,0,96.365,0,31.593,0,622.615,2485.578,3489.782,4311.299,4311.299,4311.299
AVB,2023,29875,MALE,67607,CEO,,"President, CEO & Director",48,0,0,0,94.585,31.281,0,1000,6029.666,8952.673,9479.688,9101.548,9479.687
HCC,2023,30397,MALE,62595,CEO,,CEO & Director,62,0,0,0,0,322.142,0,829.492,3753.49,0,3977.807,3977.807,6667.795
CPRT,2023,29901,MALE,17883,,,Executive Chairman,54,0,0,165587.289,102932.711,384.575,0,0.001,0,0,384.576,384.576,384.576
CPRT,2023,29901,MALE,53713,CEO,,CEO & Director,46,0,0,87507.871,112458.578,9,0,900,0,6900.003,2009,2009,2009
CPRT,2023,29901,MALE,66919,,,Senior VP & CFO,45,0,0,0,0,352.75,0,40.623,0,0,393.373,393.373,393.373
CPRT,2023,29901,MALE,71117,,,Interim Principal Accounting Officer,48,100,498.264,2185.269,6227.027,0,0,245.98,125.058,222.452,471.038,969.302,471.038
CPRT,2023,29901,FEMALE,71118,,CFO,Senior Vice President & CFO,42,0,0,0,19994.4,5.25,0,349.039,3942,5302.8,9706.927,4596.289,9706.927
SCSC,2023,29910,MALE,36414,CEO,,"Founder, Chairman & CEO",66,0,0,630.775,310.683,306.573,0,875,3229.036,2866.728,5657.484,5657.484,5657.484
SCSC,2023,29910,MALE,66920,,,President,55,0,0,291.863,143.755,77.366,0,625,1862.92,1760.742,3455.436,3455.436,3455.436
SCSC,2023,29910,MALE,66921,,CFO,Senior EVP & CFO,52,0,0,0,0,82.284,0,480,1192.277,1132.946,2210.561,2210.561,2210.561
SCSC,2023,29910,FEMALE,66922,,,Senior EVP & Chief Information Officer,,0,0,0,0,48.83,0,361,358.671,411.268,974.651,974.651,974.651
SCSC,2023,29910,FEMALE,70709,,,"Senior EVP, Chief Legal Officer & Corporate Secretary",50,0,0,0,0,103.621,0,136.923,375.023,386.261,716.293,716.293,716.293
MPAA,2023,29930,MALE,51806,CEO,,"Chairman, President & CEO",67,0.1,0,0,0,50.132,0,828.256,588.269,257.738,2526.062,2212.187,2526.062
MPAA,2023,29930,MALE,51807,,,Chief Manufacturing Officer & Senior VP of Operations for Under-the-Car Product Lines,55,0.1,0,0,0,41.613,0,424.57,85.433,36.775,663.166,663.166,663.166
MPAA,2023,29930,MALE,51811,,CFO,Chief Financial Officer,54,0.1,0,0,0,41.323,0,361.746,219.687,87.685,850.451,772.076,850.451
MPAA,2023,29930,FEMALE,66743,,,"VP, General Counsel & Secretary",51,0.1,0,0,0,41.243,0,344.5,146.457,52.461,635.65,635.65,635.65
MPAA,2023,29930,MALE,72796,,,Chief Accounting Officer,60,0.1,0,0,0,29.089,0,300.446,109.842,36.534,547.236,529.611,547.236
HCC,2023,30397,MALE,63390,,,Chief Commercial Officer,48,0,0,0,0,90.33,0,376.383,673.616,550.802,1652.21,1652.21,1652.21
